x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,label
0.18265849351882935,0.7900075912475586,-1.5016089491837192e-06,0.14262732863426208,0.529415488243103,-0.005420726723968983,0.1865023672580719,0.31035423278808594,-0.03944864869117737,0.22710871696472168,0.13333871960639954,-0.0685882717370987,0.21404105424880981,0.007436692714691162,-0.09404134750366211,0.45057976245880127,0.3075388967990875,-0.10360728204250336,0.5632157325744629,0.27243945002555847,-0.08667413145303726,0.5103505849838257,0.3236492872238159,-0.04930207133293152,0.4376745820045471,0.3657230734825134,-0.016949625685811043,0.5449939966201782,0.433039128780365,-0.1025889590382576,0.6112821698188782,0.3937240540981293,-0.039590924978256226,0.560391366481781,0.4300258755683899,-0.0029703013133257627,0.5066009163856506,0.4563010036945343,0.004073713906109333,0.6004717350006104,0.5623656511306763,-0.08885443210601807,0.6679087281227112,0.49781638383865356,-0.0363537035882473,0.6144195199012756,0.5368616580963135,-0.014859856106340885,0.5557605624198914,0.5660945177078247,-0.016166958957910538,0.6358650326728821,0.6788582801818848,-0.07203356176614761,0.8136675953865051,0.5806164145469666,-0.03161986917257309,0.8981306552886963,0.5404762625694275,0.0024520480073988438,0.9561969041824341,0.5006427764892578,0.021914921700954437,0
0.34390830993652344,0.629179060459137,-6.587760026377509e-07,0.3579598069190979,0.5541124939918518,-0.0040402780286967754,0.39870595932006836,0.4912850856781006,-0.011501902714371681,0.4335251748561859,0.4443362355232239,-0.02035166695713997,0.4303908348083496,0.3981361389160156,-0.02796834520995617,0.49877703189849854,0.51047682762146,-0.007598802912980318,0.5362874865531921,0.5466654300689697,-0.017946133390069008,0.5085359811782837,0.5630800127983093,-0.028641583397984505,0.47801870107650757,0.5630016922950745,-0.037601545453071594,0.5134457349777222,0.55051589012146,-0.01704809069633484,0.534239649772644,0.5863995552062988,-0.02363455481827259,0.5003460645675659,0.5980954170227051,-0.03391378000378609,0.47119206190109253,0.5960847735404968,-0.044912390410900116,0.5167863965034485,0.5960608720779419,-0.026255138218402863,0.5371937155723572,0.6221878528594971,-0.03997558355331421,0.5016941428184509,0.6316220164299011,-0.040524616837501526,0.47139033675193787,0.6264795660972595,-0.0411749929189682,0.5110097527503967,0.6446815729141235,-0.035009242594242096,0.5758387446403503,0.6439324617385864,-0.048745036125183105,0.6162094473838806,0.6472581624984741,-0.04702777415513992,0.6512981653213501,0.6468761563301086,-0.044505685567855835,0
0.43247848749160767,0.48313403129577637,-3.924578493297304e-07,0.4540528655052185,0.4230915904045105,0.00037642059032805264,0.4912368059158325,0.3643125891685486,-0.011867374181747437,0.5148037672042847,0.31570565700531006,-0.02552596852183342,0.5206095576286316,0.27322062849998474,-0.03608568757772446,0.5726637244224548,0.3758431375026703,-0.02140025794506073,0.635931134223938,0.41105011105537415,-0.0325007401406765,0.6101998686790466,0.4239491820335388,-0.03727506473660469,0.5788748860359192,0.4186292886734009,-0.040217671543359756,0.578033983707428,0.4145154058933258,-0.03025941178202629,0.6274669170379639,0.4498400092124939,-0.03147063031792641,0.600175678730011,0.45948588848114014,-0.027162710204720497,0.5766639113426208,0.455238401889801,-0.028878627344965935,0.5764562487602234,0.4574939012527466,-0.03842407837510109,0.631602942943573,0.4860077500343323,-0.039682310074567795,0.6097582578659058,0.4936498999595642,-0.02806125022470951,0.5835548639297485,0.48969149589538574,-0.024029133841395378,0.5711782574653625,0.4995962381362915,-0.04649542644619942,0.6337308883666992,0.5149806141853333,-0.05059804022312164,0.6678062677383423,0.5303609371185303,-0.044696249067783356,0.6965050101280212,0.5404933094978333,-0.04097358137369156,0
0.24193334579467773,0.5941449999809265,-1.224071411343175e-06,0.28073710203170776,0.4291311502456665,0.003488107118755579,0.3706681430339813,0.2664737105369568,-0.032579805701971054,0.4329569339752197,0.1276789903640747,-0.07361587882041931,0.43175560235977173,0.00655016303062439,-0.11124539375305176,0.6072425246238708,0.2891407012939453,-0.05576442554593086,0.701015293598175,0.4072800278663635,-0.06861559301614761,0.6260091066360474,0.461201012134552,-0.0788806900382042,0.5490442514419556,0.4574415385723114,-0.08965276181697845,0.6505143046379089,0.3853953182697296,-0.08383961766958237,0.7274937033653259,0.5006098747253418,-0.07988224178552628,0.6398968696594238,0.5510979890823364,-0.07499747723340988,0.5636116862297058,0.5512112975120544,-0.0823042169213295,0.6606494784355164,0.500407338142395,-0.10797175019979477,0.741723895072937,0.6064752340316772,-0.10670903325080872,0.6630268692970276,0.6533962488174438,-0.09375323355197906,0.585242509841919,0.6556565165519714,-0.0923771783709526,0.656281054019928,0.6214524507522583,-0.13088345527648926,0.8376750946044922,0.6542233228683472,-0.13732218742370605,0.9515506029129028,0.6898390650749207,-0.12999378144741058,1.0427331924438477,0.7121829986572266,-0.12735804915428162,0
0.25817108154296875,0.6344611048698425,-2.3135183369049628e-07,0.31408509612083435,0.531907320022583,-0.0021902713924646378,0.3823499083518982,0.4434738755226135,-0.02772224321961403,0.4154963195323944,0.36214470863342285,-0.049006931483745575,0.41206061840057373,0.28972694277763367,-0.06271924823522568,0.4844471514225006,0.49052128195762634,-0.0865326076745987,0.6066456437110901,0.5438733696937561,-0.08862300217151642,0.5616858601570129,0.5611023902893066,-0.0653916448354721,0.5170692801475525,0.5478829741477966,-0.05291330814361572,0.4840580224990845,0.5703125596046448,-0.09704171121120453,0.5934861898422241,0.6026850938796997,-0.09286192059516907,0.5446599125862122,0.6099387407302856,-0.06320712715387344,0.5012211203575134,0.6015859842300415,-0.05336717888712883,0.4699796736240387,0.6430764198303223,-0.10205498337745667,0.5742824673652649,0.660442590713501,-0.09338945895433426,0.5315549373626709,0.6650991439819336,-0.0600324310362339,0.4826680123806,0.6573470234870911,-0.05002719908952713,0.4500385820865631,0.7049183249473572,-0.10655026137828827,0.5484763383865356,0.7443188428878784,-0.1174209788441658,0.6057546734809875,0.777060329914093,-0.11577939242124557,0.6590493321418762,0.7952759861946106,-0.1196240484714508,0
0.7570561170578003,0.7315558195114136,-1.4441063740378013e-06,0.7471835613250732,0.5670392513275146,0.02708781324326992,0.7155043482780457,0.3844771087169647,0.021820083260536194,0.706706702709198,0.24146179854869843,0.007899662479758263,0.7554267644882202,0.1449088752269745,-0.005443533882498741,0.5739555358886719,0.3211296796798706,-0.02083839848637581,0.36046674847602844,0.3840404450893402,-0.029194923117756844,0.40338099002838135,0.4701228737831116,-0.020376823842525482,0.4678347110748291,0.48085129261016846,-0.010425440967082977,0.537249743938446,0.3881211280822754,-0.052566614001989365,0.33232080936431885,0.47287222743034363,-0.06305187940597534,0.37873637676239014,0.5515053272247314,-0.054216038435697556,0.4385286867618561,0.5664547681808472,-0.05056498572230339,0.4953649342060089,0.47910261154174805,-0.0792437195777893,0.3029375374317169,0.53570955991745,-0.092434823513031,0.34480714797973633,0.617992639541626,-0.07362133264541626,0.40561893582344055,0.646486759185791,-0.06058618426322937,0.4504084885120392,0.5811315774917603,-0.10259062796831131,0.27356642484664917,0.5131319761276245,-0.11157143115997314,0.17296651005744934,0.47630733251571655,-0.10306952148675919,0.09234124422073364,0.43374183773994446,-0.09530184417963028,0
0.39099228382110596,0.6278761029243469,-3.454443913142313e-07,0.4127313494682312,0.5891075134277344,0.002085288055241108,0.44281935691833496,0.5495048761367798,-0.004464271478354931,0.4629593789577484,0.516922652721405,-0.012792270630598068,0.45823934674263,0.4880857765674591,-0.0199129581451416,0.4805618226528168,0.5557671189308167,-0.01362103596329689,0.5169525146484375,0.5855972170829773,-0.022526348009705544,0.49967578053474426,0.5958604216575623,-0.02635081671178341,0.4810612201690674,0.5922626256942749,-0.02834858000278473,0.48228737711906433,0.5799338221549988,-0.021287202835083008,0.516590416431427,0.608792781829834,-0.02602481096982956,0.49927353858947754,0.6170351505279541,-0.02510247379541397,0.4822603166103363,0.6131190061569214,-0.026172032579779625,0.48194897174835205,0.6080212593078613,-0.028210965916514397,0.5135799050331116,0.6332463026046753,-0.033718567341566086,0.49738577008247375,0.6391822695732117,-0.02942587621510029,0.4807385802268982,0.6342613697052002,-0.027035163715481758,0.4809574782848358,0.637672483921051,-0.03463662788271904,0.5252096056938171,0.6490724086761475,-0.03694981709122658,0.5495694279670715,0.6584290266036987,-0.033272504806518555,0.570233941078186,0.6638802289962769,-0.031029492616653442,0
0.2630232870578766,0.5745006799697876,-4.729826059701736e-07,0.24897080659866333,0.465719997882843,-0.02098318189382553,0.2774560749530792,0.34484440088272095,-0.04837570711970329,0.29851627349853516,0.2503962516784668,-0.07421109080314636,0.2840036153793335,0.17747904360294342,-0.0926818698644638,0.38735082745552063,0.3336126208305359,-0.06260547041893005,0.5232351422309875,0.35090088844299316,-0.09634819626808167,0.49070316553115845,0.38498973846435547,-0.10809904336929321,0.44044238328933716,0.38829395174980164,-0.11761888116598129,0.4107681214809418,0.38686180114746094,-0.07405278086662292,0.5375224947929382,0.4071987271308899,-0.10155384242534637,0.49551957845687866,0.43947869539260864,-0.10103188455104828,0.45574951171875,0.44157087802886963,-0.10582351684570312,0.4319247603416443,0.4524866044521332,-0.08653711527585983,0.5638367533683777,0.4550706744194031,-0.11499405652284622,0.5266020894050598,0.482793390750885,-0.0990074947476387,0.4836549758911133,0.48972150683403015,-0.09062079340219498,0.4470331072807312,0.524756908416748,-0.10037684440612793,0.5645040273666382,0.525359034538269,-0.13350525498390198,0.6302508115768433,0.5337533950805664,-0.13719338178634644,0.690505862236023,0.5338884592056274,-0.13792674243450165,0
0.9198625683784485,0.5954482555389404,-1.2955563306604745e-06,0.914483368396759,0.48007985949516296,0.007603534497320652,0.8719983696937561,0.3694651126861572,0.0027897313702851534,0.8299375176429749,0.27590641379356384,-0.005613986402750015,0.8220905661582947,0.20500731468200684,-0.015565026551485062,0.70796138048172,0.3188016414642334,-0.019494231790304184,0.5922155976295471,0.39580437541007996,-0.030074793845415115,0.6097227334976196,0.465191125869751,-0.033770304173231125,0.6537545919418335,0.4967561364173889,-0.03562852367758751,0.6713905930519104,0.3809763193130493,-0.038160521537065506,0.5759267807006836,0.47157296538352966,-0.04971132054924965,0.6081668734550476,0.5252439975738525,-0.05260377749800682,0.6483840346336365,0.5444290041923523,-0.05775297433137894,0.6485966444015503,0.4625779986381531,-0.0552271232008934,0.5499184727668762,0.5397821664810181,-0.07455972582101822,0.5742190480232239,0.5847204327583313,-0.07523494958877563,0.6092614531517029,0.5977199077606201,-0.07721936702728271,0.6436671018600464,0.5521095991134644,-0.0700765997171402,0.5120300054550171,0.5973214507102966,-0.09709759056568146,0.4336436688899994,0.636560320854187,-0.10505197197198868,0.3646227717399597,0.6557934284210205,-0.10856182128190994,0
0.7088065147399902,0.6344232559204102,-1.2281802810321096e-06,0.7225920557975769,0.5331200361251831,-5.734316073358059e-05,0.6999057531356812,0.431753933429718,-0.005579640157520771,0.6740782260894775,0.3470216393470764,-0.011816980317234993,0.6855271458625793,0.2870330810546875,-0.018070552498102188,0.5899364948272705,0.3779723048210144,-0.0409247912466526,0.45657089352607727,0.43506473302841187,-0.053860653191804886,0.4673864543437958,0.49886518716812134,-0.048617586493492126,0.5043548345565796,0.5235777497291565,-0.04385395348072052,0.5581963658332825,0.421742707490921,-0.051404815167188644,0.43150490522384644,0.48674246668815613,-0.07114437967538834,0.45343324542045593,0.5455272793769836,-0.06715988367795944,0.4880860447883606,0.5647360682487488,-0.0655929371714592,0.532861590385437,0.4836062788963318,-0.060138728469610214,0.4103133976459503,0.5364851355552673,-0.08703117072582245,0.43569788336753845,0.5912644863128662,-0.08221160620450974,0.4750465154647827,0.6100726127624512,-0.0770101547241211,0.5139592289924622,0.5544336438179016,-0.0669761374592781,0.38854318857192993,0.5577960014343262,-0.10314228385686874,0.30695849657058716,0.5691443085670471,-0.11853295564651489,0.24093574285507202,0.5647228956222534,-0.12619486451148987,0
